Report Date,Choice 600-900,Select 600-900
08/19/2015,246.78,236.44
08/18/2015,245.08,236.25
08/17/2015,245.52,236.39
08/14/2015,244.72,235.44
08/13/2015,245.09,235.13
08/12/2015,244.02,235.45
08/11/2015,240.93,234.80
08/10/2015,238.52,231.92
08/07/2015,236.34,230.14
08/06/2015,235.19,228.39
08/05/2015,235.21,228.85
08/04/2015,233.48,228.17
08/03/2015,233.99,228.83
07/31/2015,233.25,229.29
07/30/2015,233.34,229.32
07/29/2015,232.62,229.07
07/28/2015,232.15,228.87
07/27/2015,232.27,228.88
07/24/2015,230.70,228.23
07/23/2015,232.59,227.96
07/22/2015,232.92,228.35
07/21/2015,233.32,230.01
07/20/2015,233.83,230.22
07/17/2015,233.30,229.39
07/16/2015,233.95,230.82
07/15/2015,234.94,233.71
07/14/2015,236.04,233.96
07/13/2015,236.00,232.70
07/10/2015,236.98,233.99
07/09/2015,239.72,236.58
07/08/2015,242.03,239.24
07/07/2015,244.67,241.09
07/06/2015,247.65,243.92
07/02/2015,250.12,248.05
07/01/2015,252.29,249.26
06/30/2015,252.73,249.35
06/29/2015,253.22,248.64
06/26/2015,253.12,248.15
06/25/2015,255.16,250.13
06/24/2015,256.12,250.39
06/23/2015,254.13,247.99
06/22/2015,253.04,248.06
06/19/2015,251.32,246.23
06/18/2015,250.83,244.73
06/17/2015,250.40,244.38
06/16/2015,249.47,242.56
06/15/2015,247.33,240.46
06/12/2015,245.72,240.42
06/11/2015,247.19,240.66
06/10/2015,247.66,240.73
06/09/2015,247.20,240.75
06/08/2015,244.11,236.31
06/05/2015,244.65,237.57
06/04/2015,248.48,240.51
06/03/2015,249.28,239.80
06/02/2015,251.59,241.35
06/01/2015,254.28,244.62
05/29/2015,254.99,243.83
05/28/2015,259.25,246.74
05/27/2015,261.11,249.88
05/26/2015,261.07,249.20
05/22/2015,260.25,247.62
05/21/2015,262.22,249.32
05/20/2015,264.98,251.06
05/19/2015,265.59,251.03
05/18/2015,262.92,250.42
05/15/2015,261.93,251.10
05/14/2015,264.74,251.31
05/13/2015,263.17,249.11
05/12/2015,260.96,247.75
05/11/2015,259.57,248.10
05/08/2015,258.12,246.82
05/07/2015,257.58,245.84
05/06/2015,256.15,244.27
05/05/2015,255.56,243.60
05/04/2015,255.64,243.90
05/01/2015,254.64,243.22
04/30/2015,256.90,244.05
04/29/2015,258.55,246.06
04/28/2015,257.72,247.98
04/27/2015,256.89,247.98
04/24/2015,256.99,247.62
04/23/2015,260.01,251.04
04/22/2015,260.06,249.52
04/21/2015,259.82,249.55
04/20/2015,259.14,252.20
04/17/2015,257.79,250.97
04/16/2015,260.38,250.97
04/15/2015,260.80,251.22
04/14/2015,258.45,249.42
04/13/2015,257.70,249.19
04/10/2015,256.51,249.91
04/09/2015,258.39,252.45
04/08/2015,259.14,251.05
04/07/2015,256.98,251.23
04/06/2015,256.48,251.55
04/03/2015,255.57,249.29
04/02/2015,255.94,250.46
04/01/2015,255.42,250.21
03/31/2015,254.13,248.64
03/30/2015,251.70,247.62
03/27/2015,250.80,246.71
03/26/2015,250.67,246.96
03/25/2015,250.51,247.14
03/24/2015,246.83,244.78
03/23/2015,245.79,243.23
03/20/2015,244.51,243.28
03/19/2015,246.61,244.79
03/18/2015,246.80,244.47
03/17/2015,247.04,244.79
03/16/2015,245.26,245.06
03/13/2015,244.12,244.07
03/12/2015,245.98,245.79
03/11/2015,247.47,244.88
03/10/2015,247.79,245.12
03/09/2015,247.59,245.75
03/06/2015,248.48,244.39
03/05/2015,249.20,246.58
03/04/2015,248.58,247.23
03/03/2015,249.61,245.28
03/02/2015,248.67,245.45
02/27/2015,247.58,245.57
02/26/2015,247.03,244.90
02/25/2015,246.49,244.93
02/24/2015,244.24,242.65
02/23/2015,241.08,239.38
02/20/2015,240.31,237.79
02/19/2015,239.92,236.71
02/18/2015,239.78,235.85
02/17/2015,239.12,233.20
02/16/2015,238.22,233.04
02/13/2015,237.68,233.95
02/12/2015,239.10,235.19
02/11/2015,239.74,236.36
02/10/2015,238.43,233.56
02/09/2015,238.48,232.30
02/06/2015,239.08,233.81
02/05/2015,241.18,235.39
02/04/2015,242.75,235.58
02/03/2015,243.11,235.14
02/02/2015,242.61,235.60
01/30/2015,242.44,235.74
01/29/2015,244.59,238.34
01/28/2015,247.29,240.34
01/27/2015,247.70,240.26
01/26/2015,251.41,244.79
01/23/2015,253.74,247.23
01/22/2015,255.65,248.89
01/21/2015,257.19,248.41
01/20/2015,258.24,248.83
01/19/2015,259.42,249.85
01/16/2015,260.45,250.84
01/15/2015,262.88,254.07
01/14/2015,263.81,253.68
01/13/2015,261.63,251.68
01/12/2015,258.78,250.38
01/09/2015,256.79,248.23
01/08/2015,254.57,245.34
01/07/2015,252.75,242.12
01/06/2015,250.33,240.05
01/05/2015,249.36,240.43
01/02/2015,247.83,239.32
12/31/2014,248.90,238.57
12/30/2014,247.20,236.74
12/29/2014,245.67,236.51
12/26/2014,244.52,235.61
12/24/2014,243.94,233.19
12/23/2014,242.60,231.26
12/22/2014,239.36,230.22
12/19/2014,238.57,229.88
12/18/2014,241.95,230.32
12/17/2014,242.41,231.13
12/16/2014,242.88,234.25
12/15/2014,245.52,234.67
12/12/2014,245.03,234.10
12/11/2014,247.79,235.94
12/10/2014,249.95,236.37
12/09/2014,250.51,236.10
12/08/2014,251.98,235.36
12/05/2014,252.54,236.69
12/04/2014,254.42,240.26
12/03/2014,256.41,241.78
12/02/2014,256.36,243.66
12/01/2014,257.48,245.34
11/28/2014,257.40,245.85
11/26/2014,257.13,244.00
11/25/2014,256.87,243.67
11/24/2014,255.70,242.25
11/21/2014,255.22,241.93
11/20/2014,255.39,242.99
11/19/2014,254.79,242.05
11/18/2014,254.29,241.26
11/17/2014,254.27,240.03
11/14/2014,252.16,238.29
11/13/2014,251.35,238.93
11/12/2014,251.44,238.75
11/11/2014,249.97,238.43
11/10/2014,249.14,239.15
11/07/2014,249.11,238.07
11/06/2014,250.52,237.25
11/05/2014,251.24,238.12
11/04/2014,250.14,238.49
11/03/2014,250.73,239.40
10/31/2014,251.20,238.63
10/30/2014,253.35,239.41
10/29/2014,253.63,239.77
10/28/2014,251.56,239.10
10/27/2014,249.20,235.99
10/24/2014,247.41,232.71
10/23/2014,249.43,233.54
10/22/2014,251.00,235.07
10/21/2014,249.84,234.93
10/20/2014,249.84,235.17
10/17/2014,249.16,234.78
10/16/2014,248.92,234.92
10/15/2014,250.49,235.44
10/14/2014,249.41,236.08
10/13/2014,248.31,236.41
10/10/2014,247.67,234.74
10/09/2014,247.06,234.85
10/08/2014,246.55,234.48
10/07/2014,243.88,232.26
10/06/2014,241.14,229.17
10/03/2014,238.32,226.36
10/02/2014,238.45,227.33
10/01/2014,238.14,227.18
09/30/2014,238.03,226.45
09/29/2014,238.02,226.83
09/26/2014,237.66,225.48
09/25/2014,239.11,225.34
09/24/2014,239.13,226.31
09/23/2014,239.17,227.29
09/22/2014,243.02,228.47
09/19/2014,243.71,229.61
09/18/2014,244.88,232.09
09/17/2014,245.91,232.32
09/16/2014,247.64,232.96
09/15/2014,249.02,233.28
09/12/2014,249.93,234.54
09/11/2014,251.54,236.35
09/10/2014,251.46,238.18
09/09/2014,251.08,238.68
09/08/2014,251.39,237.84
09/05/2014,248.67,236.25
09/04/2014,248.12,234.69
09/03/2014,247.58,233.94
09/02/2014,246.11,233.83
08/29/2014,246.30,234.39
08/28/2014,246.89,235.27
08/27/2014,247.41,237.60
08/26/2014,248.48,238.48
08/25/2014,249.69,239.07
08/22/2014,249.77,239.66
08/21/2014,250.46,240.82
08/20/2014,251.55,243.07
08/19/2014,252.91,243.91
08/18/2014,255.10,246.57
08/15/2014,255.54,248.38
08/14/2014,256.74,248.57
08/13/2014,256.88,249.55
08/12/2014,258.15,253.13
08/11/2014,259.44,251.62
08/08/2014,260.45,253.00
08/07/2014,262.41,255.26
08/06/2014,261.97,255.77
08/05/2014,263.27,256.75
08/04/2014,263.22,258.03
08/01/2014,263.13,258.12
07/31/2014,263.66,260.60
07/30/2014,262.92,260.83
07/29/2014,261.34,259.03
07/28/2014,259.30,256.17
07/25/2014,257.38,254.33
07/24/2014,255.56,252.84
07/23/2014,252.59,248.71
07/22/2014,252.80,245.79
07/21/2014,250.52,244.08
07/18/2014,248.45,242.65
07/17/2014,249.81,244.24
07/16/2014,250.82,242.86
07/15/2014,250.53,243.46
07/14/2014,251.14,244.42
07/11/2014,251.79,244.84
07/10/2014,252.17,243.52
07/09/2014,250.57,242.26
07/08/2014,249.98,242.62
07/07/2014,248.18,241.23
07/03/2014,248.12,241.12
07/02/2014,247.66,240.12
07/01/2014,248.13,239.50
06/30/2014,247.28,238.91
06/27/2014,245.98,237.75
06/26/2014,245.01,237.56
06/25/2014,244.52,238.17
06/24/2014,243.66,238.34
06/23/2014,242.77,237.35
06/20/2014,240.89,233.37
06/19/2014,240.46,233.09
06/18/2014,239.54,232.05
06/17/2014,236.80,229.27
06/16/2014,234.24,226.11
06/13/2014,231.87,223.72
06/12/2014,230.89,223.60
06/11/2014,231.82,222.95
06/10/2014,232.51,222.35
06/09/2014,231.93,221.69
06/06/2014,230.86,220.81
06/05/2014,230.99,221.89
06/04/2014,232.11,223.86
06/03/2014,232.66,223.85
06/02/2014,232.43,221.48
05/30/2014,232.66,221.90
05/29/2014,233.65,223.77
05/28/2014,234.31,224.15
05/27/2014,233.12,222.65
05/23/2014,231.98,220.90
05/22/2014,231.79,221.16
05/21/2014,231.16,220.09
05/20/2014,230.23,219.03
05/19/2014,227.22,217.54
05/16/2014,225.98,216.71
05/15/2014,225.21,215.47
05/14/2014,225.08,215.46
05/13/2014,226.61,215.53
05/12/2014,223.82,212.64
05/09/2014,223.26,212.21
05/08/2014,225.65,212.51
05/07/2014,227.15,213.26
05/06/2014,227.88,213.56
05/05/2014,228.90,215.45
05/02/2014,228.38,217.47
05/01/2014,230.34,220.98
04/30/2014,233.10,222.29
04/29/2014,234.36,220.42
04/28/2014,233.17,221.57
04/25/2014,232.83,221.64
04/24/2014,233.80,222.07
04/23/2014,232.64,220.67
04/22/2014,231.21,219.62
04/21/2014,229.06,218.07
04/18/2014,226.35,215.23
04/17/2014,225.88,215.43
04/16/2014,223.75,214.47
04/15/2014,222.86,213.14
04/14/2014,222.52,212.05
04/11/2014,222.12,212.46
04/10/2014,225.00,214.30
04/09/2014,225.46,215.23
04/08/2014,226.99,216.97
04/07/2014,227.93,215.99
04/04/2014,228.74,217.37
04/03/2014,231.95,221.41
04/02/2014,233.64,223.66
04/01/2014,232.54,222.95
03/31/2014,233.79,225.01
03/28/2014,234.46,227.34
03/27/2014,239.25,231.21
03/26/2014,241.76,233.31
03/25/2014,241.25,234.45
03/24/2014,241.12,235.93
03/21/2014,240.16,233.66
03/20/2014,241.57,234.77
03/19/2014,243.37,236.30
03/18/2014,244.08,237.22
03/17/2014,242.85,236.06
03/14/2014,240.44,236.50
03/13/2014,241.30,236.87
03/12/2014,241.51,236.76
03/11/2014,241.47,237.71
03/10/2014,238.90,235.99
03/07/2014,236.02,232.87
03/06/2014,235.58,233.00
03/05/2014,234.51,231.93
03/04/2014,231.76,229.74
03/03/2014,229.12,227.81
02/28/2014,225.33,223.12
02/27/2014,221.41,219.00
02/26/2014,218.95,216.67
02/25/2014,216.50,213.98
02/24/2014,215.82,212.67
02/21/2014,213.75,210.88
02/20/2014,214.32,211.36
02/19/2014,213.85,211.49
02/18/2014,211.99,210.72
02/17/2014,210.98,209.02
02/14/2014,207.68,206.96
02/13/2014,208.10,207.76
02/12/2014,208.05,207.63
02/11/2014,209.14,208.16
02/10/2014,211.16,209.01
02/07/2014,210.77,209.19
02/06/2014,213.51,212.31
02/05/2014,216.64,216.63
02/04/2014,220.49,219.21
02/03/2014,220.09,219.42
01/31/2014,223.49,224.85
01/30/2014,230.75,229.79
01/29/2014,231.81,230.43
01/28/2014,235.80,233.67
01/27/2014,238.04,237.06
01/24/2014,237.26,236.25
01/23/2014,238.55,236.93
01/22/2014,240.05,237.44
01/21/2014,239.72,237.15
01/20/2014,236.56,234.45
01/17/2014,231.71,229.32
01/16/2014,228.79,225.51
01/15/2014,224.62,221.91
01/14/2014,221.04,219.35
01/13/2014,216.94,214.76
01/10/2014,214.98,211.58
01/09/2014,212.05,209.05
01/08/2014,210.13,207.07
01/07/2014,207.31,203.56
01/06/2014,205.54,201.38
01/03/2014,202.41,197.38
01/02/2014,200.55,196.05
12/31/2013,200.65,196.41
12/30/2013,199.71,195.46
12/27/2013,196.99,191.30
12/26/2013,196.93,190.46
12/24/2013,196.86,191.98
12/23/2013,196.69,190.52
12/20/2013,196.79,188.43
12/19/2013,197.71,188.78
12/18/2013,198.18,188.38
12/17/2013,198.43,188.78
12/16/2013,199.97,188.41
12/13/2013,198.89,187.01
12/12/2013,200.45,186.62
12/11/2013,202.61,187.10
12/10/2013,202.12,188.01
12/09/2013,202.52,188.12
12/06/2013,201.47,186.98
12/05/2013,202.41,189.62
12/04/2013,203.30,190.04
12/03/2013,203.00,189.95
12/02/2013,203.06,191.48
11/29/2013,202.88,190.41
11/27/2013,202.55,190.20
11/26/2013,201.42,189.08
11/25/2013,201.32,188.28
11/22/2013,198.92,186.82
11/21/2013,198.58,186.43
11/20/2013,199.34,187.30
11/19/2013,199.02,187.90
11/18/2013,200.56,189.71
11/15/2013,201.16,188.44
11/14/2013,202.56,188.52
11/13/2013,203.01,188.49
11/12/2013,202.26,188.54
11/08/2013,202.79,189.74
11/07/2013,203.99,190.17
11/06/2013,204.56,190.62
11/05/2013,205.45,189.98
11/04/2013,205.56,189.43
11/01/2013,204.60,189.14
10/31/2013,205.17,190.08
10/30/2013,205.68,190.09
10/29/2013,204.24,188.12
10/28/2013,203.12,187.50
10/25/2013,200.97,185.40
10/24/2013,201.07,185.68
10/23/2013,200.79,184.91
10/22/2013,199.33,183.03
10/21/2013,198.29,181.65
10/18/2013,196.29,179.98
10/17/2013,196.03,181.72
09/30/2013,193.25,177.61
09/27/2013,192.63,176.15
09/26/2013,193.60,177.05
09/25/2013,193.59,177.47
09/24/2013,193.77,177.05
09/23/2013,193.55,176.79
09/20/2013,192.39,175.96
09/19/2013,193.01,176.90
09/18/2013,193.29,176.51
09/17/2013,193.01,175.76
09/16/2013,193.02,176.43
09/13/2013,192.69,176.68
09/12/2013,193.85,177.24
09/11/2013,193.93,178.48
09/10/2013,193.73,178.74
09/09/2013,194.33,179.86
09/06/2013,195.23,181.19
09/05/2013,195.86,181.91
09/04/2013,196.56,182.13
09/03/2013,196.10,181.92
08/30/2013,195.67,182.66
08/29/2013,195.71,183.20
08/28/2013,196.28,184.40
08/27/2013,196.09,185.64
08/26/2013,195.80,184.14
08/23/2013,196.19,184.09
08/22/2013,195.84,185.28
08/21/2013,195.46,184.44
08/20/2013,195.60,184.82
08/19/2013,195.22,186.15
08/16/2013,194.39,186.39
08/15/2013,193.30,185.71
08/14/2013,192.35,184.70
08/13/2013,190.32,183.30
08/12/2013,190.28,182.85
08/09/2013,188.99,182.00
08/08/2013,188.31,182.05
08/07/2013,188.66,181.67
08/06/2013,187.17,180.90
08/05/2013,186.46,180.54
08/02/2013,187.21,180.90
08/01/2013,186.66,181.53
07/31/2013,186.32,181.65
07/30/2013,186.78,181.66
07/29/2013,186.41,182.22
07/26/2013,187.15,182.71
07/25/2013,187.66,182.70
07/24/2013,186.89,182.22
07/23/2013,186.34,181.50
07/22/2013,188.98,183.20
07/19/2013,189.22,184.17
07/18/2013,189.30,183.73
07/17/2013,189.44,183.78
07/16/2013,190.47,184.35
07/15/2013,190.70,183.94
07/12/2013,191.53,183.67
07/11/2013,192.72,184.71
07/10/2013,193.07,186.05
07/09/2013,194.32,185.85
07/08/2013,194.85,185.13
07/05/2013,196.34,187.73
07/03/2013,197.73,188.47
07/02/2013,197.10,186.62
07/01/2013,196.64,185.78
06/28/2013,197.50,187.15
06/27/2013,197.38,187.62
06/26/2013,196.51,186.51
06/25/2013,197.57,185.92
06/24/2013,199.25,186.58
06/21/2013,199.39,186.22
06/20/2013,199.30,185.88
06/19/2013,198.98,184.69
06/18/2013,200.24,184.39
06/17/2013,201.19,184.03
06/14/2013,199.53,183.79
06/13/2013,200.63,184.37
06/12/2013,201.79,184.31
06/11/2013,202.99,184.16
06/10/2013,203.18,183.44
06/07/2013,201.57,183.37
06/06/2013,203.63,184.84
06/05/2013,204.40,184.56
06/04/2013,205.29,184.09
06/03/2013,206.17,185.44
05/31/2013,206.65,187.20
05/30/2013,208.55,189.09
05/29/2013,209.53,190.33
05/28/2013,208.54,189.93
05/24/2013,208.87,190.44
05/23/2013,211.37,191.52
05/22/2013,211.20,192.19
05/21/2013,210.66,192.97
05/20/2013,210.25,193.41
05/17/2013,209.51,192.31
05/16/2013,208.77,192.71
05/15/2013,207.95,192.75
05/14/2013,206.09,192.07
05/13/2013,205.13,191.83
05/10/2013,204.98,191.20
05/09/2013,205.49,191.03
05/08/2013,204.67,190.63
05/07/2013,201.19,190.26
05/06/2013,200.26,189.61
05/03/2013,201.68,190.13
05/02/2013,200.58,190.64
05/01/2013,199.49,189.83
04/30/2013,196.39,188.04
04/29/2013,194.79,186.22
04/26/2013,192.89,184.43
04/25/2013,191.54,184.50
04/24/2013,191.54,184.81
04/23/2013,191.41,183.78
04/22/2013,190.78,183.67
04/19/2013,190.10,183.63
04/18/2013,190.79,184.25
04/17/2013,191.33,184.49
04/16/2013,190.45,183.93
04/15/2013,189.89,183.91
04/12/2013,189.52,184.14
04/11/2013,190.15,183.99
04/10/2013,190.95,185.57
04/09/2013,191.41,187.02
04/08/2013,190.95,186.46
04/05/2013,191.32,187.01
04/04/2013,191.72,188.25
04/03/2013,191.48,188.61
04/02/2013,191.42,189.22
04/01/2013,190.53,188.31
03/29/2013,189.05,188.38
03/28/2013,189.07,188.84
03/27/2013,189.96,188.51
03/26/2013,190.43,189.17
03/25/2013,190.58,190.21
03/22/2013,191.43,192.28
03/21/2013,192.98,193.24
03/20/2013,193.41,193.03
03/19/2013,194.18,193.65
03/18/2013,195.84,193.71
03/15/2013,195.76,193.93
03/14/2013,196.32,195.13
03/13/2013,197.49,196.00
03/12/2013,197.28,195.70
03/11/2013,196.88,195.60
03/08/2013,197.28,194.93
03/07/2013,196.90,195.09
03/06/2013,196.08,194.80
03/05/2013,193.87,191.52
03/04/2013,190.96,188.08
03/01/2013,188.10,185.81
02/28/2013,186.16,185.76
02/27/2013,185.57,184.87
02/26/2013,184.51,182.57
02/25/2013,183.09,180.14
02/22/2013,182.89,180.19
02/21/2013,182.35,180.20
02/20/2013,182.31,180.53
02/19/2013,182.47,180.88
02/15/2013,181.95,180.40
02/14/2013,183.53,179.60
02/13/2013,183.68,179.32
02/12/2013,183.45,179.30
02/11/2013,182.72,179.15
02/08/2013,182.12,179.62
02/07/2013,183.46,181.13
02/06/2013,183.94,180.65
02/05/2013,184.31,179.72
02/04/2013,182.74,179.01
02/01/2013,182.56,178.62
01/31/2013,185.32,180.25
01/30/2013,186.76,181.02
01/29/2013,186.89,181.10
01/28/2013,187.61,182.42
01/25/2013,187.44,181.86
01/24/2013,188.01,182.19
01/23/2013,189.78,182.90
01/22/2013,190.59,183.90
01/18/2013,189.84,182.61
01/17/2013,192.20,184.36
01/16/2013,193.83,186.20
01/15/2013,193.46,184.92
01/14/2013,194.09,184.76
01/11/2013,194.24,183.49
01/10/2013,193.81,183.96
01/09/2013,193.55,183.53
01/08/2013,193.98,183.31
01/07/2013,193.49,182.60
01/04/2013,194.26,182.22
01/03/2013,194.91,183.28
01/02/2013,193.94,182.62
12/31/2012,194.15,181.05
12/28/2012,193.49,180.29
12/27/2012,194.26,179.49
12/26/2012,194.24,179.19
12/21/2012,193.09,177.79
12/20/2012,192.06,176.70
12/19/2012,193.55,176.45
12/18/2012,193.93,174.96
12/17/2012,194.86,174.45
12/14/2012,194.69,175.34
12/13/2012,194.51,175.68
12/12/2012,195.78,175.34
12/11/2012,196.17,174.67
12/10/2012,194.05,172.93
12/07/2012,192.95,172.39
12/06/2012,194.13,173.70
12/05/2012,194.89,174.83
12/04/2012,195.05,176.52
12/03/2012,195.32,174.59
11/30/2012,195.03,174.20
11/29/2012,196.03,174.90
11/28/2012,195.73,175.73
11/27/2012,195.34,174.80
11/26/2012,196.11,174.03
11/23/2012,196.33,174.17
11/21/2012,194.89,174.37
11/20/2012,194.28,173.84
11/19/2012,194.17,172.97
11/16/2012,193.02,173.08
11/15/2012,192.93,173.13
11/14/2012,193.22,174.30
11/13/2012,193.39,174.59
11/12/2012,193.30,173.71
11/09/2012,191.87,173.56
11/08/2012,193.24,175.95
11/07/2012,193.93,176.16
11/06/2012,193.65,176.45
11/05/2012,193.02,175.29
11/02/2012,192.74,175.54
11/01/2012,193.50,176.30
10/31/2012,194.77,176.65
10/30/2012,198.17,177.88
10/29/2012,197.50,179.08
10/26/2012,196.82,179.70
10/25/2012,199.37,182.55
10/24/2012,199.38,183.92
10/23/2012,198.52,183.34
10/22/2012,198.35,181.53
10/19/2012,196.68,180.45
10/18/2012,196.81,180.88
10/17/2012,195.71,180.75
10/16/2012,195.10,180.55
10/15/2012,193.96,178.89
10/12/2012,191.67,177.04
10/11/2012,191.31,177.32
10/10/2012,190.98,176.92
10/09/2012,191.20,177.29
10/08/2012,190.57,176.42
10/05/2012,189.99,175.64
10/04/2012,191.35,177.09
10/03/2012,190.70,177.53
10/02/2012,190.49,176.76
10/01/2012,189.19,176.62
09/28/2012,188.98,177.85
09/27/2012,192.04,180.51
09/26/2012,192.45,181.51
09/25/2012,192.68,181.56
09/24/2012,192.69,182.43
09/21/2012,193.34,183.86
09/20/2012,194.99,184.25
09/19/2012,194.92,183.96
09/18/2012,194.27,184.00
09/17/2012,193.05,182.46
09/14/2012,191.54,180.68
09/13/2012,191.40,179.95
09/12/2012,191.71,179.70
09/11/2012,191.53,179.20
09/10/2012,191.32,180.68
09/07/2012,190.73,181.70
09/06/2012,191.56,181.86
09/05/2012,191.14,181.83
09/04/2012,190.45,180.69
08/31/2012,189.62,179.46
08/30/2012,190.83,180.03
08/29/2012,190.92,180.95
08/28/2012,191.91,181.94
08/27/2012,191.98,182.17
08/24/2012,192.14,183.53
08/23/2012,193.83,184.93
08/22/2012,193.73,184.86
08/21/2012,193.82,185.30
08/20/2012,193.85,185.25
08/17/2012,193.03,184.72
08/16/2012,191.48,184.40
08/15/2012,190.52,183.24
08/14/2012,189.21,181.84
08/13/2012,186.89,179.42
08/10/2012,184.95,177.65
08/09/2012,182.52,176.63
08/08/2012,181.42,175.35
08/07/2012,179.90,173.95
08/06/2012,178.49,172.40
08/03/2012,178.14,171.63
08/02/2012,178.15,171.38
08/01/2012,177.69,170.83
07/31/2012,177.82,171.09
07/30/2012,177.62,170.78
07/27/2012,176.94,170.03
07/26/2012,178.25,171.33
07/25/2012,178.09,171.46
07/24/2012,178.24,171.35
07/23/2012,178.77,170.69
07/20/2012,179.31,170.85
07/19/2012,180.58,171.87
07/18/2012,182.16,172.50
07/17/2012,184.45,172.86
07/16/2012,183.84,172.19
07/13/2012,183.94,172.57
07/12/2012,186.03,173.42
07/11/2012,187.81,173.66
07/10/2012,188.35,174.34
07/09/2012,190.51,175.07
07/06/2012,192.65,174.71
07/05/2012,193.57,175.84
07/03/2012,193.22,177.36
07/02/2012,194.63,177.61
06/29/2012,194.66,178.09
06/28/2012,196.12,180.33
06/27/2012,197.93,180.32
06/26/2012,197.74,180.22
06/25/2012,196.43,180.03
06/22/2012,196.63,180.09
06/21/2012,197.21,179.96
06/20/2012,198.00,180.22
06/19/2012,197.94,181.03
06/18/2012,197.49,180.60
06/15/2012,198.00,181.11
06/14/2012,198.17,181.96
06/13/2012,197.76,182.03
06/12/2012,197.48,182.22
06/11/2012,197.69,183.66
06/08/2012,196.94,182.65
06/07/2012,197.42,184.31
06/06/2012,197.13,184.77
06/05/2012,196.40,185.15
06/04/2012,197.62,185.49
06/01/2012,197.25,185.36
05/31/2012,197.31,187.05
05/30/2012,197.00,188.10
05/29/2012,195.74,187.21
05/25/2012,194.63,185.46
05/24/2012,195.56,186.84
05/23/2012,195.37,187.65
05/22/2012,194.28,187.04
05/21/2012,194.59,186.47
05/18/2012,192.51,186.56
05/17/2012,191.10,185.83
05/16/2012,190.98,185.10
05/15/2012,191.61,187.08
05/14/2012,191.03,185.70
05/11/2012,189.10,183.05
05/10/2012,189.92,183.86
05/09/2012,191.51,185.95
05/08/2012,190.82,185.99
05/07/2012,190.48,184.68
05/04/2012,190.29,186.11
05/03/2012,190.96,186.90
05/02/2012,191.18,186.43
05/01/2012,190.47,186.46
04/30/2012,190.40,185.94
04/27/2012,190.27,186.05
04/26/2012,190.74,187.30
04/25/2012,190.49,187.34
04/24/2012,189.94,187.21
04/23/2012,188.57,184.99
04/20/2012,188.01,184.39
04/19/2012,187.08,184.71
04/18/2012,185.76,183.84
04/17/2012,183.47,182.16
04/16/2012,181.26,180.49
04/13/2012,178.51,177.33
04/12/2012,176.70,176.76
04/11/2012,177.06,177.68
04/10/2012,178.08,177.35
04/09/2012,178.61,176.88
04/06/2012,177.61,175.30
04/05/2012,178.51,176.66
04/04/2012,180.64,178.37
04/03/2012,183.09,180.91
04/02/2012,184.10,182.35
03/30/2012,183.37,182.40
03/29/2012,183.46,183.12
03/28/2012,184.24,184.32
03/27/2012,185.44,185.38
03/26/2012,186.75,186.56
03/23/2012,187.41,186.57
03/22/2012,188.92,187.67
03/21/2012,188.97,188.32
03/20/2012,191.09,188.98
03/19/2012,191.74,189.02
03/16/2012,189.91,188.17
03/15/2012,190.20,188.58
03/14/2012,190.87,189.15
03/13/2012,192.13,190.90
03/12/2012,193.11,192.25
03/09/2012,193.84,193.36
03/08/2012,195.80,193.95
03/07/2012,197.53,195.08
03/06/2012,198.11,194.75
03/05/2012,197.99,194.19
03/02/2012,198.07,193.80
03/01/2012,198.45,195.15
02/29/2012,198.80,195.15
02/28/2012,198.65,194.68
02/27/2012,198.56,193.99
02/24/2012,197.42,193.40
02/23/2012,196.86,193.02
02/22/2012,196.88,192.63
02/21/2012,194.15,191.15
02/20/2012,191.81,188.38
02/17/2012,190.45,185.90
02/16/2012,190.20,185.53
02/15/2012,189.38,184.27
02/14/2012,187.95,182.59
02/13/2012,187.22,181.97
02/10/2012,186.65,181.88
02/09/2012,186.32,182.32
02/08/2012,186.56,181.48
02/07/2012,185.68,180.11
02/06/2012,184.66,179.07
02/03/2012,183.12,178.08
02/02/2012,183.19,178.53
02/01/2012,184.27,178.68
01/31/2012,183.23,178.08
01/30/2012,182.88,178.68
01/27/2012,184.13,179.22
01/26/2012,184.62,179.87
01/25/2012,184.85,179.41
01/24/2012,184.20,178.77
01/23/2012,183.52,177.77
01/20/2012,182.00,175.56
01/19/2012,181.54,175.24
01/18/2012,182.53,174.46
01/17/2012,182.90,174.12
01/16/2012,183.71,175.07
01/13/2012,184.12,175.61
01/12/2012,186.75,177.15
01/11/2012,188.97,178.18
01/10/2012,190.20,179.57
01/09/2012,189.58,179.48
01/06/2012,190.10,179.13
01/05/2012,191.30,179.81
01/04/2012,193.86,180.14
01/03/2012,194.08,180.19
12/30/2011,194.73,179.44
12/29/2011,194.68,179.44
12/28/2011,193.48,179.26
12/27/2011,192.25,177.74
12/23/2011,192.42,176.36
12/22/2011,191.60,174.77
12/21/2011,191.46,173.38
12/20/2011,191.17,174.77
12/19/2011,190.18,173.93
12/16/2011,189.75,172.76
12/15/2011,188.84,171.78
12/14/2011,188.72,171.53
12/13/2011,189.15,170.90
12/12/2011,189.26,170.48
12/09/2011,185.14,170.18
12/08/2011,186.45,171.62
12/07/2011,190.89,173.71
12/06/2011,190.20,172.83
12/05/2011,190.18,172.56
12/02/2011,191.01,173.27
12/01/2011,193.26,174.66
